Ticker,Company Name,qtr,year,date,link,publish_date
ELAN,Elanco Animal Health,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/09/elanco-animal-health-elan-q1-2023-earnings-call-tr/,2023-05-09
WYNN,Wynn Resorts,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/09/wynn-resorts-wynn-q1-2023-earnings-call-transcript/,2023-05-09
PLTR,Palantir Technologies,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/09/palantir-technologies-pltr-q1-2023-earnings-call-t/,2023-05-09
AXON,Axon Enterprise,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/09/axon-enterprise-axon-q1-2023-earnings-call-transcr/,2023-05-09
WPRT,Westport Fuel Systems,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/09/westport-fuel-systems-wprt-q1-2023-earnings-call-t/,2023-05-09
IIPR,Innovative Industrial Properties,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/09/innovative-industrial-properties-iipr-q1-2023-earn/,2023-05-09
DVN,Devon Energy,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/09/devon-energy-dvn-q1-2023-earnings-call-transcript/,2023-05-09
OB,Outbrain,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/09/outbrain-ob-q1-2023-earnings-call-transcript/,2023-05-09
WRBY,Warby Parker,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/09/warby-parker-wrby-q1-2023-earnings-call-transcript/,2023-05-09
PYPL,PayPal,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/paypal-pypl-q1-2023-earnings-call-transcript/,2023-05-08
MCK,McKesson,Q4,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/mckesson-mck-q4-2023-earnings-call-transcript/,2023-05-08
FRPT,Freshpet,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/freshpet-frpt-q1-2023-earnings-call-transcript/,2023-05-08
WDC,Western Digital,Q3,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/western-digital-wdc-q3-2023-earnings-call-transcri/,2023-05-08
SKYT,SkyWater Technology,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/skywater-technology-skyt-q1-2023-earnings-call-tra/,2023-05-08
DVA,DaVita,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/davita-dva-q1-2023-earnings-call-transcript/,2023-05-08
SWKS,Skyworks Solutions,Q2,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/skyworks-solutions-swks-q2-2023-earnings-call-tran/,2023-05-08
SWAV,Shockwave Medical,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/shockwave-medical-swav-q1-2023-earnings-call-trans/,2023-05-08
DKL,Delek Logistics Partners,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/delek-logistics-partners-dkl-q1-2023-earnings-call/,2023-05-08
BNTX,BioNTech Se,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/biontech-se-bntx-q1-2023-earnings-call-transcript/,2023-05-08
TSN,Tyson Foods,Q2,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/tyson-foods-tsn-q2-2023-earnings-call-transcript/,2023-05-08
SIX,Six Flags Entertainment,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/six-flags-entertainment-six-q1-2023-earnings-call/,2023-05-08
AMC,AMC Entertainment,QEarnings,Call,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/amc-entertainment-amc-qearnings-call-transcript/,2023-05-08
AXSM,Axsome Therapeutics,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/08/axsome-therapeutics-axsm-q1-2023-earnings-call-tra/,2023-05-08
RDFN,Redfin,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/redfin-rdfn-q1-2023-earnings-call-transcript/,2023-05-05
DKNG,DraftKings,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/draftkings-dkng-q1-2023-earnings-call-transcript/,2023-05-05
NCR,NCR,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/ncr-ncr-q1-2023-earnings-call-transcript/,2023-05-05
ZETA,Zeta Global,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/zeta-global-zeta-q1-2023-earnings-call-transcript/,2023-05-05
MGRC,McGrath RentCorp,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/mcgrath-rentcorp-mgrc-q1-2023-earnings-call-transc/,2023-05-05
EPAM,EPAM Systems,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/epam-systems-epam-q1-2023-earnings-call-transcript/,2023-05-05
FIGS,Figs,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/figs-figs-q1-2023-earnings-call-transcript/,2023-05-05
GMED,Globus Medical,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/globus-medical-gmed-q1-2023-earnings-call-transcri/,2023-05-05
EOG,EOG Resources,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/eog-resources-eog-q1-2023-earnings-call-transcript/,2023-05-05
CI,Cigna Group,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/cigna-group-ci-q1-2023-earnings-call-transcript/,2023-05-05
MAIN,Main Street Capital,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/main-street-capital-main-q1-2023-earnings-call-tra/,2023-05-05
SSRM,SSR Mining,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/ssr-mining-ssrm-q1-2023-earnings-call-transcript/,2023-05-05
BEP,Brookfield Renewable Partners,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/brookfield-renewable-partners-bep-q1-2023-earnings/,2023-05-05
ABCL,AbCellera Biologics,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/abcellera-biologics-abcl-q1-2023-earnings-call-tra/,2023-05-05
FUBO,fuboTV,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/fubotv-fubo-q1-2023-earnings-call-transcript/,2023-05-05
XPOF,Xponential Fitness,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/xponential-fitness-xpof-q1-2023-earnings-call-tran/,2023-05-05
OCGN,Ocugen,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/ocugen-ocgn-q1-2023-earnings-call-transcript/,2023-05-05
PLYM,Plymouth Industrial REIT,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/plymouth-industrial-reit-plym-q1-2023-earnings-cal/,2023-05-05
CNK,Cinemark,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/cinemark-cnk-q1-2023-earnings-call-transcript/,2023-05-05
JCI,Johnson Controls International Plc,Q2,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/johnson-controls-international-plc-jci-q2-2023-ear/,2023-05-05
ADC,Agree Realty,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/agree-realty-adc-q1-2023-earnings-call-transcript/,2023-05-05
PRLB,Proto Labs,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/proto-labs-prlb-q1-2023-earnings-call-transcript/,2023-05-05
GLT,Glatfelter,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/glatfelter-glt-q1-2023-earnings-call-transcript/,2023-05-05
ENB,Enbridge,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/enbridge-enb-q1-2023-earnings-call-transcript/,2023-05-05
D,Dominion Energy,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/05/dominion-energy-d-q1-2023-earnings-call-transcript/,2023-05-05
XPO,XPO,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/xpo-xpo-q1-2023-earnings-call-transcript/,2023-05-04
NVCR,NovoCure,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/novocure-nvcr-q1-2023-earnings-call-transcript/,2023-05-04
ALB,Albemarle,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/albemarle-alb-q1-2023-earnings-call-transcript/,2023-05-04
EVH,Evolent Health,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/evolent-health-evh-q1-2023-earnings-call-transcrip/,2023-05-04
PLNT,Planet Fitness,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/planet-fitness-plnt-q1-2023-earnings-call-transcri/,2023-05-04
CWEN,Clearway Energy,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/clearway-energy-cwen-q1-2023-earnings-call-transcr/,2023-05-04
DDOG,Datadog,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/datadog-ddog-q1-2023-earnings-call-transcript/,2023-05-04
BUD,Anheuser-Busch InBev/NV,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/anheuser-busch-inbevnv-bud-q1-2023-earnings-call-t/,2023-05-04
AMWL,American Well,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/american-well-amwl-q1-2023-earnings-call-transcrip/,2023-05-04
IRM,Iron Mountain,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/iron-mountain-irm-q1-2023-earnings-call-transcript/,2023-05-04
O,Realty Income,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/realty-income-o-q1-2023-earnings-call-transcript/,2023-05-04
MOS,Mosaic,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/mosaic-mos-q1-2023-earnings-call-transcript/,2023-05-04
SITM,SiTime,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/sitime-sitm-q1-2023-earnings-call-transcript/,2023-05-04
TEAM,Atlassian,Q3,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/atlassian-team-q3-2023-earnings-call-transcript/,2023-05-04
EQIX,Equinix,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/equinix-eqix-q1-2023-earnings-call-transcript/,2023-05-04
RKT,Rocket Companies,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/rocket-companies-rkt-q1-2023-earnings-call-transcr/,2023-05-04
MRNA,Moderna,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/moderna-mrna-q1-2023-earnings-call-transcript/,2023-05-04
HEAR,Turtle Beach,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/turtle-beach-hear-q1-2023-earnings-call-transcript/,2023-05-04
MAC,Macerich,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/macerich-mac-q1-2023-earnings-call-transcript/,2023-05-04
BKNG,Booking Holdings,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/booking-holdings-bkng-q1-2023-earnings-call-transc/,2023-05-04
COP,ConocoPhillips,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/conocophillips-cop-q1-2023-earnings-call-transcrip/,2023-05-04
WD,Walker & Dunlop,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/walker-dunlop-wd-q1-2023-earnings-call-transcript/,2023-05-04
NVO,Novo Nordisk,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/novo-nordisk-nvo-q1-2023-earnings-call-transcript/,2023-05-04
GNW,Genworth Financial,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/genworth-financial-gnw-q1-2023-earnings-call-trans/,2023-05-04
KPTI,Karyopharm Therapeutics,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/karyopharm-therapeutics-kpti-q1-2023-earnings-call/,2023-05-04
PTON,Peloton Interactive,Q3,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/peloton-interactive-pton-q3-2023-earnings-call-tra/,2023-05-04
LMND,Lemonade,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/lemonade-lmnd-q1-2023-earnings-call-transcript/,2023-05-04
NWN,Northwest Natural,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/northwest-natural-nwn-q1-2023-earnings-call-transc/,2023-05-04
SQ,Block,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/block-sq-q1-2023-earnings-call-transcript/,2023-05-04
EXPE,Expedia Group,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/expedia-group-expe-q1-2023-earnings-call-transcrip/,2023-05-04
LYFT,Lyft,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/lyft-lyft-q1-2023-earnings-call-transcript/,2023-05-04
APA,Apa,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/apa-apa-q1-2023-earnings-call-transcript/,2023-05-04
DASH,DoorDash,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/doordash-dash-q1-2023-earnings-call-transcript/,2023-05-04
CGNX,Cognex,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/cognex-cgnx-q1-2023-earnings-call-transcript/,2023-05-04
PGR,Progressive,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/progressive-pgr-q1-2023-earnings-call-transcript/,2023-05-04
RITM,Rithm Capital,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/rithm-capital-ritm-q1-2023-earnings-call-transcrip/,2023-05-04
SHOP,Shopify,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/shopify-shop-q1-2023-earnings-call-transcript/,2023-05-04
BMBL,Bumble,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/bumble-bmbl-q1-2023-earnings-call-transcript/,2023-05-04
FUN,Cedar Fair,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/cedar-fair-fun-q1-2023-earnings-call-transcript/,2023-05-04
ZTS,Zoetis,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/zoetis-zts-q1-2023-earnings-call-transcript/,2023-05-04
ZIMV,ZimVie,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/zimvie-zimv-q1-2023-earnings-call-transcript/,2023-05-04
RELY,Remitly Global,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/remitly-global-rely-q1-2023-earnings-call-transcri/,2023-05-04
COIN,Coinbase Global,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/coinbase-global-coin-q1-2023-earnings-call-transcr/,2023-05-04
RCL,Royal Caribbean Cruises,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/04/royal-caribbean-cruises-rcl-q1-2023-earnings-call/,2023-05-04
SRPT,Sarepta Therapeutics,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/sarepta-therapeutics-srpt-q1-2023-earnings-call-tr/,2023-05-03
HLF,Herbalife,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/herbalife-hlf-q1-2023-earnings-call-transcript/,2023-05-03
EXPI,eXp World,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/exp-world-expi-q1-2023-earnings-call-transcript/,2023-05-03
SHC,Sotera Health,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/sotera-health-shc-q1-2023-earnings-call-transcript/,2023-05-03
UNM,Unum Group,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/unum-group-unm-q1-2023-earnings-call-transcript/,2023-05-03
FSLY,Fastly,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/fastly-fsly-q1-2023-earnings-call-transcript/,2023-05-03
BCRX,BioCryst Pharmaceuticals,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/biocryst-pharmaceuticals-bcrx-q1-2023-earnings-cal/,2023-05-03
SEDG,SolarEdge Technologies,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/solaredge-technologies-sedg-q1-2023-earnings-call/,2023-05-03
ET,Energy Transfer,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/energy-transfer-et-q1-2023-earnings-call-transcrip/,2023-05-03
CRTO,Criteo,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/criteo-crto-q1-2023-earnings-call-transcript/,2023-05-03
MTCH,Match Group,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/match-group-mtch-q1-2023-earnings-call-transcript/,2023-05-03
UPWK,Upwork,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/upwork-upwk-q1-2023-earnings-call-transcript/,2023-05-03
INFN,Infinera,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/infinera-infn-q1-2023-earnings-call-transcript/,2023-05-03
YUM,Yum! Brands,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/yum-brands-yum-q1-2023-earnings-call-transcript/,2023-05-03
FRSH,Freshworks,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/freshworks-frsh-q1-2023-earnings-call-transcript/,2023-05-03
MELI,MercadoLibre,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/mercadolibre-meli-q1-2023-earnings-call-transcript/,2023-05-03
YUMC,Yum China,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/yum-china-yumc-q1-2023-earnings-call-transcript/,2023-05-03
OPK,Opko Health,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/opko-health-opk-q1-2023-earnings-call-transcript/,2023-05-03
PSX,Phillips 66,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/phillips-66-psx-q1-2023-earnings-call-transcript/,2023-05-03
PRU,Prudential Financial,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/prudential-financial-pru-q1-2023-earnings-call-tra/,2023-05-03
PERI,Perion Network,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/perion-network-peri-q1-2023-earnings-call-transcri/,2023-05-03
OHI,Omega Healthcare Investors,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/omega-healthcare-investors-ohi-q1-2023-earnings-ca/,2023-05-03
OKE,ONEOK,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/oneok-oke-q1-2023-earnings-call-transcript/,2023-05-03
HUBS,HubSpot,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/hubspot-hubs-q1-2023-earnings-call-transcript/,2023-05-03
CFLT,Confluent,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/confluent-cflt-q1-2023-earnings-call-transcript/,2023-05-03
CVS,CVS Health,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/cvs-health-cvs-q1-2023-earnings-call-transcript/,2023-05-03
QCOM,Qualcomm,Q2,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/qualcomm-qcom-q2-2023-earnings-call-transcript/,2023-05-03
SMG,Scotts Miracle-Gro,Q2,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/scotts-miracle-gro-smg-q2-2023-earnings-call-trans/,2023-05-03
GOLD,Barrick Gold,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/barrick-gold-gold-q1-2023-earnings-call-transcript/,2023-05-03
CNDT,Conduent,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/conduent-cndt-q1-2023-earnings-call-transcript/,2023-05-03
AMRN,Amarin Plc,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/amarin-plc-amrn-q1-2023-earnings-call-transcript/,2023-05-03
CDAY,Ceridian Hcm,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/ceridian-hcm-cday-q1-2023-earnings-call-transcript/,2023-05-03
LIND,Lindblad Expeditions,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/lindblad-expeditions-lind-q1-2023-earnings-call-tr/,2023-05-03
SPWR,SunPower,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/03/sunpower-spwr-q1-2023-earnings-call-transcript/,2023-05-03
DVAX,Dynavax Technologies,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/dynavax-technologies-dvax-q1-2023-earnings-call-tr/,2023-05-02
RIG,Transocean,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/transocean-rig-q1-2023-earnings-call-transcript/,2023-05-02
F,Ford Motor Company,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/ford-motor-company-f-q1-2023-earnings-call-transcr/,2023-05-02
AMD,Advanced Micro Devices,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/advanced-micro-devices-amd-q1-2023-earnings-call-t/,2023-05-02
JJSF,J&J  Snack Foods,Q2,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/jj-snack-foods-jjsf-q2-2023-earnings-call-transcri/,2023-05-02
PFE,Pfizer,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/pfizer-pfe-q1-2023-earnings-call-transcript/,2023-05-02
ITW,Illinois Tool Works,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/illinois-tool-works-itw-q1-2023-earnings-call-tran/,2023-05-02
LGIH,LGI Homes,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/lgi-homes-lgih-q1-2023-earnings-call-transcript/,2023-05-02
MPC,Marathon Petroleum,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/marathon-petroleum-mpc-q1-2023-earnings-call-trans/,2023-05-02
EPD,Enterprise Products Partners,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/enterprise-products-partners-epd-q1-2023-earnings/,2023-05-02
VICI,Vici Properties,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/vici-properties-vici-q1-2023-earnings-call-transcr/,2023-05-02
FANG,Diamondback Energy,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/diamondback-energy-fang-q1-2023-earnings-call-tran/,2023-05-02
MSTR,MicroStrategy,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/microstrategy-mstr-q1-2023-earnings-call-transcrip/,2023-05-02
ZBRA,Zebra Technologies,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/zebra-technologies-zbra-q1-2023-earnings-call-tran/,2023-05-02
SBUX,Starbucks,Q2,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/starbucks-sbux-q2-2023-earnings-call-transcript/,2023-05-02
SPG,Simon Property Group,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/simon-property-group-spg-q1-2023-earnings-call-tra/,2023-05-02
HRMY,Harmony Biosciences,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/harmony-biosciences-hrmy-q1-2023-earnings-call-tra/,2023-05-02
LTHM,Livent,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/livent-lthm-q1-2023-earnings-call-transcript/,2023-05-02
LUMN,Lumen Technologies,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/lumen-technologies-lumn-q1-2023-earnings-call-tran/,2023-05-02
PAYC,Paycom Software,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/paycom-software-payc-q1-2023-earnings-call-transcr/,2023-05-02
PRTS,CarParts.com,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/carpartscom-prts-q1-2023-earnings-call-transcript/,2023-05-02
NXPI,NXP Semiconductors,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/nxp-semiconductors-nxpi-q1-2023-earnings-call-tran/,2023-05-02
UBER,Uber Technologies,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/uber-technologies-uber-q1-2023-earnings-call-trans/,2023-05-02
INMD,InMode,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/inmode-inmd-q1-2023-earnings-call-transcript/,2023-05-02
ARLP,Alliance Resource Partners,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/alliance-resource-partners-arlp-q1-2023-earnings-c/,2023-05-02
MGM,MGM Resorts International,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/mgm-resorts-international-mgm-q1-2023-earnings-cal/,2023-05-02
CEQP,Crestwood Equity Partners,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/02/crestwood-equity-partners-ceqp-q1-2023-earnings-ca/,2023-05-02
VRTX,Vertex Pharmaceuticals,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/01/vertex-pharmaceuticals-vrtx-q1-2023-earnings-call/,2023-05-01
ZI,ZoomInfo Technologies,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/01/zoominfo-technologies-zi-q1-2023-earnings-call-tra/,2023-05-01
VRNS,Varonis Systems,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/01/varonis-systems-vrns-q1-2023-earnings-call-transcr/,2023-05-01
ANET,Arista Networks,Q1,2023,"March 31, 2023",https://www.fool.com/earnings/call-transcripts/2023/05/01/arista-networks-anet-q1-2023-earnings-call-transcr/,2023-05-01
